Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
United States,2020,1,2020-01-04,"60,164","55,019",846,"11,569","1,827","2,528","1,559","3,501","1,066","1,095",673,"14,196","3,107",2,2,,,,,,,,,,,,,,,
United States,2020,2,2020-01-11,"60,721","55,740",867,"11,963","1,939","2,564","1,529","3,709","1,035","1,092",694,"13,898","3,183",0,0,,,,,,,,,,,,,,,
United States,2020,3,2020-01-18,"59,351","54,519",831,"11,705","1,818","2,489","1,486","3,524",991,"1,124",665,"13,581","3,258",3,2,,,,,,,,,,,,,,,
United States,2020,4,2020-01-25,"59,141","54,394",829,"11,879","1,861","2,513","1,487","3,394",978,"1,111",698,"13,600","3,177",2,2,,,,,,,,,,,,,,,
United States,2020,5,2020-02-01,"58,801","54,007",811,"11,959","1,826","2,476","1,417","3,307",980,"1,075",679,"13,448","3,079",0,0,,,,,,,,,,,,,,,
United States,2020,6,2020-02-08,"59,369","54,339",812,"11,694","1,955","2,505","1,462","3,402",973,"1,134",667,"13,970","3,049",1,0,,,,,,,,,,,,,,,
United States,2020,7,2020-02-15,"58,786","53,973",799,"11,807","1,841","2,533","1,514","3,477",978,"1,070",683,"13,630","3,081",0,0,,,,,,,,,,,,,,,
United States,2020,8,2020-02-22,"58,865","53,987",781,"11,776","1,875","2,508","1,461","3,453",967,"1,054",682,"13,612","3,079",4,4,,,,,,,,,,,,,,,
United States,2020,9,2020-02-29,"59,279","54,291",820,"11,784","1,827","2,518","1,507","3,453","1,010","1,091",746,"13,693","3,122",9,8,,,,,,,,,,,,,,,
United States,2020,10,2020-03-07,"59,659","54,375",812,"11,708","1,860","2,507","1,607","3,465","1,003","1,074",737,"13,667","3,088",36,32,,,,,,,,,,,,,,,
United States,2020,11,2020-03-14,"58,634","53,528",764,"11,575","1,739","2,439","1,636","3,384",990,"1,076",741,"13,415","3,155",56,52,,,,,,,,,,,,,,,
United States,2020,12,2020-03-21,"59,166","54,304",844,"11,735","1,827","2,510","1,751","3,377","1,017","1,102",714,"13,169","3,061",574,537,,,,,,,,,,,,,,,
United States,2020,13,2020-03-28,"62,968","58,224",855,"11,776","2,040","2,742","1,794","3,515","1,062","1,031",722,"13,692","3,064","3,173","2,997",,,,,,,,,,,,,,,
United States,2020,14,2020-04-04,"72,238","67,433",946,"11,592","2,295","2,864","1,869","3,538","1,031","1,036",810,"14,928","3,156","10,058","9,564",,,,,,,,,,,,,,,
United States,2020,15,2020-04-11,"79,013","73,978",842,"11,548","2,348","2,953","1,633","3,442","1,029","1,124",770,"15,744","3,187","16,228","15,425",,,,,,,,,,,,,,,
United States,2020,16,2020-04-18,"76,700","71,846",750,"11,193","2,262","2,897","1,252","3,191",928,"1,095",777,"14,547","3,202","17,100","16,206",,,,,,,,,,,,,,,
United States,2020,17,2020-04-25,"73,848","68,753",739,"11,354","2,082","2,802","1,156","2,990",899,987,798,"13,855","3,054","15,467","14,574",,,,,,,,,,,,,,,
United States,2020,18,2020-05-02,"69,232","63,966",741,"11,095","1,926","2,722","1,017","2,923",857,963,687,"12,986","3,034","13,175","12,387",,,,,,,,,,,,,,,
United States,2020,19,2020-05-09,"66,760","61,243",722,"11,011","1,965","2,491",867,"2,802",868,943,757,"13,150","2,849","11,196","10,424",,,,,,,,,,,,,,,
United States,2020,20,2020-05-16,"64,423","59,032",681,"11,264","1,959","2,430",862,"2,768",789,980,713,"12,721","2,957","9,186","8,440",,,,,,,,,,,,,,,
United States,2020,21,2020-05-23,"61,572","56,058",718,"11,115","1,826","2,410",809,"2,678",754,922,726,"12,758","2,818","7,202","6,542",,,,,,,,,,,,,,,
United States,2020,22,2020-05-30,"59,613","54,032",654,"10,903","1,805","2,260",757,"2,633",761,895,732,"12,422","2,850","6,140","5,558",,,,,,,,,,,,,,,
United States,2020,23,2020-06-06,"58,822","52,995",733,"11,078","1,719","2,297",706,"2,560",779,906,742,"12,437","2,785","5,019","4,481",,,,,,,,,,,,,,,
United States,2020,24,2020-06-13,"57,960","52,349",693,"11,129","1,732","2,326",697,"2,500",739,926,781,"12,380","2,839","4,217","3,710",,,,,,,,,,,,,,,
United States,2020,25,2020-06-20,"57,915","52,257",686,"11,145","1,784","2,356",755,"2,561",766,934,815,"12,365","2,917","3,821","3,333",,,,,,,,,,,,,,,
United States,2020,26,2020-06-27,"58,426","52,721",721,"11,355","1,764","2,284",725,"2,533",776,950,786,"12,489","2,953","3,808","3,296",,,,,,,,,,,,,,,
United States,2020,27,2020-07-04,"59,739","53,885",686,"11,298","1,920","2,348",659,"2,620",782,987,844,"12,823","2,827","4,510","4,013",,,,,,,,,,,,,,,
United States,2020,28,2020-07-11,"61,821","55,953",765,"11,320","1,942","2,463",734,"2,609",756,917,968,"12,968","2,912","5,744","5,202",,,,,,,,,,,,,,,
United States,2020,29,2020-07-18,"63,049","57,265",714,"11,363","1,883","2,497",766,"2,638",714,985,"1,003","12,804","2,977","7,148","6,489",,,,,,,,,,,,,,,
United States,2020,30,2020-07-25,"64,129","58,514",692,"11,547","1,948","2,510",785,"2,554",728,969,"1,000","12,888","2,905","8,178","7,456",,,,,,,,,,,,,,,
United States,2020,31,2020-08-01,"64,095","58,394",690,"11,507","1,981","2,493",764,"2,731",781,961,"1,017","12,733","2,980","8,258","7,571",,,,,,,,,,,,,,,
United States,2020,32,2020-08-08,"63,541","57,964",792,"11,511","1,783","2,432",777,"2,583",728,915,"1,095","12,718","3,023","7,809","7,135",,,,,,,,,,,,,,,
United States,2020,33,2020-08-15,"63,409","57,840",735,"11,672","1,876","2,517",755,"2,643",791,968,"1,071","12,757","2,939","7,207","6,518",,,,,,,,,,,,,,,
United States,2020,34,2020-08-22,"62,262","56,664",740,"11,475","1,915","2,553",694,"2,628",782,960,"1,064","12,638","2,923","6,332","5,713",,,,,,,,,,,,,,,
United States,2020,35,2020-08-29,"60,779","55,376",728,"11,544","1,867","2,419",676,"2,545",743,978,"1,069","12,361","2,969","5,671","5,091",,,,,,,,,,,,,,,
United States,2020,36,2020-09-05,"59,756","54,211",704,"11,317","1,806","2,492",731,"2,531",795,920,"1,105","12,329","2,846","4,936","4,363",,,,,,,,,,,,,,,
United States,2020,37,2020-09-12,"59,050","53,838",693,"11,378","1,865","2,315",680,"2,546",744,920,"1,201","12,159","3,024","4,517","3,986",,,,,,,,,,,,,,,
United States,2020,38,2020-09-19,"58,921","53,873",744,"11,526","1,824","2,346",701,"2,496",777,916,"1,208","12,475","2,912","4,144","3,644",,,,,,,,,,,,,,,
United States,2020,39,2020-09-26,"59,489","54,533",744,"11,691","1,796","2,455",720,"2,624",780,911,"1,243","12,406","3,018","4,145","3,648",,,,,,,,,,,,,,,
United States,2020,40,2020-10-03,"58,196","53,244",708,"11,153","1,832","2,363",745,"2,509",697,925,"1,426","12,225","2,795","4,043","3,531",,,,,,,,,,,,,,,
United States,2020,41,2020-10-10,"59,599","54,599",739,"11,452","1,816","2,447",689,"2,509",781,921,"1,489","12,302","2,996","4,570","4,056",,,,,,,,,,,,,,,
United States,2020,42,2020-10-17,"58,011","53,564",740,"10,882","1,745","2,451",697,"2,470",786,979,"1,567","11,922","2,889","4,904","4,344",,,,,,,,,,,,,,,
United States,2020,43,2020-10-24,"59,425","55,186",694,"11,210","1,712","2,486",738,"2,557",757,893,"1,734","12,132","2,926","5,656","5,027",,,,,,,,,,,,,,,
United States,2020,44,2020-10-31,"60,460","56,249",668,"11,047","1,816","2,366",762,"2,455",782,888,"1,822","12,370","2,976","6,566","5,847",,,,,,,,,,,,,,,
United States,2020,45,2020-11-07,"64,067","59,765",724,"11,297","1,838","2,552",762,"2,743",764,959,"2,222","12,729","2,996","8,211","7,362",,,,,,,,,,,,,,,
United States,2020,46,2020-11-14,"65,307","61,274",749,"11,214","1,871","2,630",802,"2,602",813,962,"2,236","12,602","3,011","10,008","9,008",,,,,,,,,,,,,,,
United States,2020,47,2020-11-21,"67,327","63,671",756,"11,003","1,945","2,555",795,"2,664",821,970,"2,490","12,521","2,988","12,561","11,381",,,,,,,,,,,,,,,
United States,2020,48,2020-11-28,"68,275","64,802",716,"10,733","1,942","2,626",764,"2,539",793,964,"2,668","12,290","2,939","14,469","13,120",,,,,,,,,,,,,,,
United States,2020,49,2020-12-05,"70,979","67,720",759,"10,592","1,928","2,674",854,"2,638",841,952,"2,844","12,814","3,058","16,718","15,227",,,,,,,,,,,,,,,
United States,2020,50,2020-12-12,"72,174","69,294",719,"10,849","1,953","2,737",857,"2,714",881,989,"3,167","12,582","3,160","17,374","15,881",,,,,,,,,,,,,,,
United States,2020,51,2020-12-19,"66,267","63,894",669,"10,201","1,789","2,703",797,"2,441",762,849,"3,203","11,915","2,929","15,332","14,071",,,,,,,,,,,,,,,
United States,2020,52,2020-12-26,"53,334","51,653",592,"8,642","1,470","2,303",682,"2,125",672,814,"3,161","10,353","2,477","9,085","8,461",,,,,,,,,,,,,,,
United States,2020,53,2021-01-02,"44,827","43,481",498,"7,451","1,292","2,098",642,"1,940",584,681,"2,978","9,172","2,163","5,791","5,555",,,,,,,,,,,,,,,
United States,2021,1,2021-01-09,"36,487","35,587",418,"6,070","1,063","1,728",536,"1,548",496,583,"2,398","7,356","1,752","4,796","4,633",,,,,,,,,,,,,,,
Alabama,2020,1,2020-01-04,"1,081","1,008",15,196,25,54,28,86,13,25,25,268,81,0,0,,,,,,,,,,,,,,,
Alabama,2020,2,2020-01-11,"1,127","1,060",25,197,17,41,27,72,20,23,34,274,68,0,0,,,,,,,,,,,,,,,
Alabama,2020,3,2020-01-18,"1,039",976,28,201,24,53,31,73,21,23,24,239,45,0,0,,,,,,,,,,,,,,,
Alabama,2020,4,2020-01-25,"1,055",982,16,189,23,54,29,61,11,14,24,286,70,0,0,,,,,,,,,,,,,,,
Alabama,2020,5,2020-02-01,"1,026",951,15,157,16,58,31,76,17,20,24,265,55,0,0,,,,,,,,,,,,,,,
Alabama,2020,6,2020-02-08,"1,119","1,028",26,191,24,45,28,70,20,24,29,303,52,0,0,,,,,,,,,,,,,,,
Alabama,2020,7,2020-02-15,"1,094","1,019",17,193,24,50,35,74,23,18,27,254,81,0,0,,,,,,,,,,,,,,,
Alabama,2020,8,2020-02-22,"1,097","1,017",17,222,29,47,25,65,12,12,15,285,74,0,0,,,,,,,,,,,,,,,
Alabama,2020,9,2020-02-29,"1,162","1,092",21,212,28,62,31,88,20,21,25,294,60,0,0,,,,,,,,,,,,,,,
Alabama,2020,10,2020-03-07,"1,054",951,18,144,25,65,34,60,24,23,21,265,57,0,0,,,,,,,,,,,,,,,
Alabama,2020,11,2020-03-14,"1,091","1,013",16,199,31,65,30,75,28,27,20,265,69,0,0,,,,,,,,,,,,,,,
Alabama,2020,12,2020-03-21,"1,058",985,17,227,25,46,26,67,24,22,16,263,71,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Alabama,2020,13,2020-03-28,"1,073",990,15,188,23,67,26,75,23,15,23,244,69,23,20,,,,,,,,,,,,,,,
Alabama,2020,14,2020-04-04,"1,156","1,077",27,202,34,74,23,67,24,22,26,257,68,49,45,,,,,,,,,,,,,,,
Alabama,2020,15,2020-04-11,"1,134","1,053",25,166,31,63,18,62,20,17,28,265,64,81,77,,,,,,,,,,,,,,,
Alabama,2020,16,2020-04-18,"1,144","1,050",20,183,35,62,18,69,21,17,18,248,62,89,83,,,,,,,,,,,,,,,
Alabama,2020,17,2020-04-25,"1,138","1,039",20,200,28,55,25,53,12,17,14,265,63,83,77,,,,,,,,,,,,,,,
Alabama,2020,18,2020-05-02,"1,147","1,049",17,197,22,57,26,67,19,24,11,272,62,81,75,,,,,,,,,,,,,,,
Alabama,2020,19,2020-05-09,"1,168","1,081",17,201,28,45,12,58,18,15,22,304,52,116,105,,,,,,,,,,,,,,,
Alabama,2020,20,2020-05-16,"1,147","1,049",19,203,28,47,15,71,17,22,23,259,49,94,88,,,,,,,,,,,,,,,
Alabama,2020,21,2020-05-23,"1,151","1,054",22,194,22,62,18,53,16,21,25,280,54,79,76,,,,,,,,,,,,,,,
Alabama,2020,22,2020-05-30,"1,106",998,23,161,29,53,21,51,14,15,24,242,47,103,99,,,,,,,,,,,,,,,
Alabama,2020,23,2020-06-06,"1,169","1,068",26,212,20,48,17,62,19,15,16,290,55,90,85,,,,,,,,,,,,,,,
Alabama,2020,24,2020-06-13,"1,134","1,029",14,176,23,53,11,65,17,24,19,279,58,81,75,,,,,,,,,,,,,,,
Alabama,2020,25,2020-06-20,"1,087","1,008",29,197,22,48,12,62,16,17,29,255,54,88,81,,,,,,,,,,,,,,,
Alabama,2020,26,2020-06-27,"1,148","1,065",12,222,23,60,16,55,15,17,22,266,67,102,93,,,,,,,,,,,,,,,
Alabama,2020,27,2020-07-04,"1,196","1,106",14,221,30,59,13,60,,18,24,297,49,121,115,,,,,,,,,Suppressed (counts 1-9),,,,,,
Alabama,2020,28,2020-07-11,"1,258","1,172",17,217,30,63,12,63,14,19,26,301,72,134,121,,,,,,,,,,,,,,,
Alabama,2020,29,2020-07-18,"1,289","1,203",23,203,24,68,22,71,17,19,27,275,66,191,171,,,,,,,,,,,,,,,
Alabama,2020,30,2020-07-25,"1,326","1,251",21,212,28,66,16,69,10,20,24,285,78,247,235,,,,,,,,,,,,,,,
Alabama,2020,31,2020-08-01,"1,359","1,266",15,198,23,56,25,74,21,20,17,312,70,261,236,,,,,,,,,,,,,,,
Alabama,2020,32,2020-08-08,"1,369","1,281",15,177,29,40,20,75,14,17,32,288,70,261,250,,,,,,,,,,,,,,,
Alabama,2020,33,2020-08-15,"1,299","1,205",,165,26,60,20,67,21,15,29,291,73,229,214,,,Suppressed (counts 1-9),,,,,,,,,,,,
Alabama,2020,34,2020-08-22,"1,293","1,216",16,193,22,55,17,58,13,21,30,290,76,207,195,,,,,,,,,,,,,,,
Alabama,2020,35,2020-08-29,"1,214","1,129",19,192,23,55,17,62,18,20,27,249,56,183,173,,,,,,,,,,,,,,,
Alabama,2020,36,2020-09-05,"1,206","1,124",22,211,22,61,14,65,12,15,14,255,60,153,140,,,,,,,,,,,,,,,
Alabama,2020,37,2020-09-12,"1,230","1,150",17,198,27,66,13,59,18,23,27,295,49,137,129,,,,,,,,,,,,,,,
Alabama,2020,38,2020-09-19,"1,188","1,123",18,226,20,57,17,68,22,20,16,251,61,137,133,,,,,,,,,,,,,,,
Alabama,2020,39,2020-09-26,"1,178","1,109",21,204,32,66,21,61,13,15,32,260,58,104,99,,,,,,,,,,,,,,,
Alabama,2020,40,2020-10-03,"1,092","1,004",14,181,27,47,20,55,11,20,13,257,46,107,97,,,,,,,,,,,,,,,
Alabama,2020,41,2020-10-10,"1,190","1,118",15,188,27,58,18,61,21,21,32,297,62,134,125,,,,,,,,,,,,,,,
Alabama,2020,42,2020-10-17,"1,174","1,108",20,196,26,59,12,59,19,21,27,255,69,125,111,,,,,,,,,,,,,,,
Alabama,2020,43,2020-10-24,"1,128","1,050",17,200,15,56,20,54,15,18,23,273,46,116,110,,,,,,,,,,,,,,,
Alabama,2020,44,2020-10-31,"1,145","1,082",21,186,21,62,23,46,22,12,33,270,59,129,117,,,,,,,,,,,,,,,
Alabama,2020,45,2020-11-07,"1,242","1,162",14,214,27,54,14,53,18,22,38,281,64,147,138,,,,,,,,,,,,,,,
Alabama,2020,46,2020-11-14,"1,238","1,172",17,205,24,63,13,60,19,23,36,280,58,169,159,,,,,,,,,,,,,,,
Alabama,2020,47,2020-11-21,"1,229","1,149",10,192,26,69,18,57,13,27,37,257,58,157,145,,,,,,,,,,,,,,,
Alabama,2020,48,2020-11-28,"1,265","1,196",24,199,23,56,16,61,14,27,38,278,53,194,178,,,,,,,,,,,,,,,
Alabama,2020,49,2020-12-05,"1,257","1,192",29,165,29,60,14,65,29,13,37,275,62,229,221,,,,,,,,,,,,,,,
Alabama,2020,50,2020-12-12,"1,458","1,397",19,212,41,79,21,53,20,24,31,276,68,329,315,,,,,,,,,,,,,,,
Alabama,2020,51,2020-12-19,"1,274","1,225",12,167,19,64,27,64,12,21,41,255,61,276,265,,,,,,,,,,,,,,,
Alabama,2020,52,2020-12-26,"1,107","1,069",18,143,37,61,14,56,17,21,28,250,46,213,204,,,,,,,,,,,,,,,
Alabama,2020,53,2021-01-02,"1,025",987,18,119,20,66,13,53,19,17,33,222,55,171,166,,,,,,,,,,,,,,,
Alabama,2021,1,2021-01-09,721,702,12,120,13,36,14,50,12,,20,154,28,111,109,,,,,,,,,,Suppressed (counts 1-9),,,,,
Alaska,2020,1,2020-01-04,89,71,,16,,,0,,0,,0,17,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,2,2020-01-11,105,93,,22,,,0,,,,0,24,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,3,2020-01-18,99,83,,21,,,0,,,,0,15,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,4,2020-01-25,97,82,,21,,,0,,0,,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,5,2020-02-01,85,74,,17,,,,,,0,,20,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,6,2020-02-08,92,75,0,15,,,,,,,,22,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,7,2020-02-15,89,74,,20,,,0,,,,0,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,8,2020-02-22,83,64,,16,,,,,,0,,,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
Alaska,2020,9,2020-02-29,84,76,,18,,0,,,,,,14,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,10,2020-03-07,79,68,,20,0,,,,,,0,15,,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,11,2020-03-14,92,80,,20,,0,,,,0,,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,12,2020-03-21,69,56,0,,,,,,,,,10,,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,13,2020-03-28,85,74,,16,,,,,,,0,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,14,2020-04-04,98,84,,21,,,,,,0,0,14,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,15,2020-04-11,84,71,,15,,,,,,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,16,2020-04-18,80,71,0,17,,,,,0,,0,13,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,17,2020-04-25,61,55,,12,0,,,,,,0,12,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Alaska,2020,18,2020-05-02,87,78,,17,,,,,,0,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,19,2020-05-09,89,77,,20,,,,,,0,0,13,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),
Alaska,2020,20,2020-05-16,83,68,0,18,,0,,,0,,,20,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,21,2020-05-23,82,68,0,19,,,0,,0,0,0,17,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
Alaska,2020,22,2020-05-30,97,82,,23,,,0,,0,,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,23,2020-06-06,78,65,0,15,,,,,,0,,19,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,24,2020-06-13,88,70,,19,,,,,,0,0,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,25,2020-06-20,92,74,0,28,0,,,,0,,,15,,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,26,2020-06-27,88,65,0,16,,,,,,0,,14,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,27,2020-07-04,84,64,,16,,,0,,0,,,17,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,28,2020-07-11,100,82,,20,,,0,,0,,,18,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,29,2020-07-18,88,71,0,20,,,0,,0,,,12,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,30,2020-07-25,92,75,0,20,,,,,0,,,18,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,31,2020-08-01,112,81,0,17,,,0,,,,,17,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,32,2020-08-08,101,86,,15,,,0,,0,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,33,2020-08-15,74,66,0,15,,,0,,0,,,17,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,34,2020-08-22,114,100,,24,,,,,0,0,,28,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,35,2020-08-29,93,75,,23,,,0,,0,0,,11,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
